,CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines,ChurnRate
4928,6933-VLYFX,2017-07-01,,One year,No,Electronic check,59.95,1848.8,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,,0
4929,6937-GCDGQ,2018-07-01,,One year,Yes,Bank transfer (automatic),48.95,955.6,DSL,Yes,No,No,No,No,No,Male,0,Yes,Yes,No,0
4930,6941-KXRRV,2016-02-01,,One year,Yes,Bank transfer (automatic),58.95,2789.7,DSL,No,Yes,No,No,No,Yes,Female,1,Yes,No,No,0
4931,6941-PMGEP,2019-06-01,2019-11-01,Month-to-month,Yes,Electronic check,80.0,412.5,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
4932,6942-LBFDP,2019-12-01,,Month-to-month,Yes,Mailed check,20.55,33.6,,,,,,,,Female,0,No,No,No,0
4933,6946-LMSQS,2017-12-01,2020-01-01,One year,Yes,Electronic check,89.05,2177.45,Fiber optic,Yes,No,No,No,No,Yes,Male,1,Yes,No,Yes,1
4934,6950-TWMYB,2015-08-01,,Two year,Yes,Bank transfer (automatic),79.95,4362.05,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
4935,6952-OMNWB,2014-06-01,,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,Fiber optic,No,No,Yes,No,No,No,Male,1,Yes,No,Yes,0
4936,6953-PBDIN,2014-04-01,,Two year,No,Bank transfer (automatic),72.95,5265.55,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
4937,6954-OOYZZ,2018-08-01,,Month-to-month,Yes,Bank transfer (automatic),44.35,768.05,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
4938,6956-SMUCM,2019-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
4939,6959-GQEGV,2016-05-01,,Month-to-month,Yes,Electronic check,75.95,3273.8,DSL,Yes,No,Yes,No,Yes,Yes,Male,0,No,No,No,0
4940,6959-UWKHF,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,42.9,42.9,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
4941,6960-HVYXR,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,76.0,76.0,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
4942,6961-MJKBO,2016-03-01,,Two year,No,Bank transfer (automatic),20.45,943.0,,,,,,,,Male,0,No,No,No,0
4943,6961-VCPMC,2016-03-01,2020-01-01,Month-to-month,Yes,Electronic check,80.4,3605.2,Fiber optic,No,No,No,No,No,Yes,Male,1,Yes,No,No,1
4944,6963-EZQEE,2014-04-01,,Two year,Yes,Credit card (automatic),88.55,6306.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
4945,6963-KQYQB,2014-04-01,,Two year,No,Mailed check,24.05,1764.75,,,,,,,,Female,0,Yes,Yes,Yes,0
4946,6967-PEJLL,2017-01-01,,One year,Yes,Electronic check,40.2,1525.35,DSL,Yes,No,Yes,Yes,No,No,Male,0,Yes,Yes,,0
4947,6967-QIQRV,2018-11-01,,One year,No,Electronic check,101.9,1667.25,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4948,6968-GMKPR,2015-07-01,,Month-to-month,Yes,Electronic check,81.55,4509.5,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,No,No,0
4949,6968-MHOMU,2015-04-01,,One year,Yes,Credit card (automatic),45.0,2689.35,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,No,,0
4950,6968-URWQU,2016-07-01,,One year,Yes,Mailed check,56.35,2391.15,DSL,No,No,No,No,Yes,No,Male,0,Yes,No,No,0
4951,6969-MVBAI,2019-05-01,,Month-to-month,Yes,Electronic check,90.1,816.8,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,No,Yes,0
4952,6972-SNKKW,2019-08-01,,Month-to-month,No,Mailed check,20.0,109.2,,,,,,,,Female,0,No,No,No,0
4953,6974-DAFLI,2015-07-01,,One year,No,Electronic check,19.7,1140.05,,,,,,,,Female,0,Yes,No,No,0
4954,6976-BWGLQ,2014-02-01,,Two year,No,Bank transfer (automatic),25.2,1787.35,,,,,,,,Female,0,Yes,Yes,Yes,0
4955,6979-TNDEU,2019-06-01,,Month-to-month,No,Mailed check,19.2,156.85,,,,,,,,Female,0,No,No,No,0
4956,6979-ZNSFF,2019-03-01,2019-11-01,Month-to-month,Yes,Electronic check,87.05,762.1,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
4957,6980-CDGFC,2014-07-01,,One year,Yes,Bank transfer (automatic),20.85,1327.4,,,,,,,,Female,0,Yes,No,No,0
4958,6980-IMXXE,2014-05-01,,Two year,No,Bank transfer (automatic),20.2,1412.65,,,,,,,,Female,0,Yes,Yes,No,0
4959,6981-TDRFT,2016-06-01,,One year,Yes,Electronic check,54.3,2317.1,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,,0
4960,6982-SSHFK,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,44.4,44.4,DSL,No,No,No,No,No,No,Male,0,No,No,No,1
4961,6982-UQZLY,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,20.85,20.85,,,,,,,,Female,1,Yes,No,No,1
4962,6985-HAYWX,2017-12-01,,Month-to-month,No,Bank transfer (automatic),79.3,2015.8,Fiber optic,No,Yes,No,No,No,No,Female,0,Yes,No,Yes,0
4963,6986-IJDHX,2016-09-01,2019-12-01,Month-to-month,Yes,Mailed check,86.3,3266.0,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,No,1
4964,6986-IXNDM,2018-12-01,,Month-to-month,Yes,Electronic check,92.9,1337.45,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,0
4965,6987-XQSJT,2015-04-01,2019-10-01,Month-to-month,Yes,Electronic check,79.5,4370.25,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,1
4966,6988-CJEYV,2016-01-01,,Month-to-month,No,Electronic check,98.7,4920.55,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
4967,6990-YNRIO,2014-08-01,2020-01-01,Two year,No,Bank transfer (automatic),108.65,6937.95,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,1
4968,6992-TKNYO,2016-12-01,,One year,No,Credit card (automatic),69.0,2669.45,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
4969,6993-OHLXR,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,68.95,119.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
4970,6993-YCOBK,2015-02-01,,Two year,Yes,Electronic check,110.6,6586.85,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
4971,6993-YGFJV,2014-05-01,,Two year,Yes,Bank transfer (automatic),112.55,7806.5,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4972,6994-FGRHH,2014-04-01,,One year,Yes,Electronic check,106.15,7475.1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4973,6994-KERXL,2019-10-01,,Month-to-month,Yes,Electronic check,55.9,238.5,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
4974,6994-ORCWG,2018-12-01,,One year,Yes,Mailed check,54.25,773.2,DSL,No,Yes,No,No,No,No,Female,0,No,No,Yes,0
4975,6996-KNSML,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
4976,6997-UVGOX,2014-03-01,,Two year,No,Bank transfer (automatic),85.45,6029.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4977,6999-CHVCF,2014-06-01,,Two year,Yes,Bank transfer (automatic),102.1,7149.35,Fiber optic,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
4978,7000-WCEVQ,2018-05-01,2020-01-01,Month-to-month,Yes,Mailed check,61.6,1174.35,DSL,No,No,No,No,No,Yes,Female,1,No,No,Yes,1
4979,7005-CCBKV,2019-04-01,2019-10-01,Month-to-month,Yes,Electronic check,84.4,556.35,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No,1
4980,7005-CYUIL,2014-03-01,,Two year,Yes,Electronic check,99.4,7168.25,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,1,Yes,No,No,0
4981,7008-LZVOZ,2014-08-01,,Two year,Yes,Credit card (automatic),25.3,1672.35,,,,,,,,Male,0,Yes,Yes,Yes,0
4982,7009-LGECI,2019-10-01,,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
4983,7009-PCARS,2015-07-01,,One year,No,Bank transfer (automatic),19.1,1001.5,,,,,,,,Male,0,No,Yes,No,0
4984,7010-BRBUU,2014-02-01,,Two year,No,Credit card (automatic),24.1,1734.65,,,,,,,,Male,0,Yes,Yes,Yes,0
4985,7010-ZMVBF,2018-08-01,,Month-to-month,No,Mailed check,20.45,357.0,,,,,,,,Female,0,Yes,Yes,No,0
4986,7011-CVEUC,2018-01-01,,Month-to-month,Yes,Credit card (automatic),95.7,2338.35,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,No,0
4987,7013-PSXHK,2016-10-01,,One year,Yes,Mailed check,80.75,3208.65,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
4988,7014-ZZXAW,2014-03-01,,Two year,Yes,Credit card (automatic),24.25,1732.95,,,,,,,,Female,0,Yes,No,Yes,0
4989,7016-BPGEU,2017-05-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.1,712.85,DSL,No,No,No,No,No,No,Female,0,No,No,,1
4990,7016-NVRIC,2017-09-01,,One year,No,Bank transfer (automatic),90.1,2656.7,Fiber optic,Yes,No,Yes,No,No,Yes,Male,1,Yes,No,No,0
4991,7017-VFHAY,2015-01-01,,Two year,No,Credit card (automatic),115.1,7008.15,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4992,7017-VFULY,2019-12-01,,Month-to-month,No,Bank transfer (automatic),20.1,43.15,,,,,,,,Female,0,Yes,No,No,0
4993,7018-FPXHH,2015-06-01,,Two year,Yes,Bank transfer (automatic),59.8,3457.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
4994,7018-WBJNK,2019-01-01,,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,No,0
4995,7020-OZKXZ,2019-05-01,,Month-to-month,No,Credit card (automatic),75.5,637.4,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,No,0
4996,7021-XSNYE,2019-07-01,,Two year,No,Credit card (automatic),49.65,305.55,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,,0
4997,7024-OHCCK,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,93.85,170.85,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
4998,7025-IWFHT,2016-09-01,,One year,Yes,Electronic check,89.55,3729.75,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,No,No,No,0
4999,7025-WCBNE,2016-03-01,,Two year,No,Bank transfer (automatic),59.6,2754.0,DSL,No,Yes,No,Yes,No,No,Male,1,No,No,Yes,0
5000,7026-YMSBE,2017-08-01,,One year,No,Mailed check,19.7,625.05,,,,,,,,Male,0,No,No,No,0
5001,7028-DVOIQ,2017-02-01,2020-01-01,Month-to-month,Yes,Electronic check,99.05,3395.8,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,No,No,Yes,1
5002,7029-IJEJK,2015-08-01,,One year,No,Bank transfer (automatic),44.1,2369.7,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,,0
5003,7029-RPUAV,2018-05-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
5004,7030-FZTFM,2014-02-01,,Two year,No,Credit card (automatic),110.9,7922.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
5005,7030-NJVDP,2018-02-01,,Month-to-month,Yes,Electronic check,89.25,2210.2,Fiber optic,Yes,No,No,Yes,No,Yes,Male,0,Yes,No,No,0
5006,7032-LMBHI,2017-01-01,,One year,No,Bank transfer (automatic),64.65,2347.85,DSL,Yes,No,No,No,Yes,No,Female,0,No,No,Yes,0
5007,7033-CLAMM,2016-02-01,,Two year,No,Bank transfer (automatic),20.2,1027.25,,,,,,,,Female,0,Yes,Yes,No,0
5008,7036-TYDEC,2014-05-01,,Two year,No,Electronic check,104.0,7028.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
5009,7036-ZZKBD,2017-07-01,,Month-to-month,Yes,Credit card (automatic),66.4,2019.8,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,No,0
5010,7037-MTYVW,2016-12-01,,Two year,Yes,Bank transfer (automatic),85.4,3297.0,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
5011,7041-TXQJH,2017-01-01,,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,,0
5012,7044-YAACC,2019-10-01,,Month-to-month,Yes,Electronic check,70.2,280.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
5013,7047-FWEYA,2016-04-01,,One year,Yes,Electronic check,103.15,4594.65,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
5014,7047-YXDMZ,2018-05-01,,Month-to-month,No,Mailed check,20.0,417.7,,,,,,,,Male,0,No,No,No,0
5015,7048-GXDAY,2016-11-01,,Month-to-month,Yes,Electronic check,106.4,4040.65,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,0
5016,7049-GKVZY,2018-09-01,,One year,No,Credit card (automatic),79.85,1387.35,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0
5017,7054-DMVAS,2015-08-01,,Two year,Yes,Bank transfer (automatic),65.3,3512.9,DSL,Yes,Yes,No,No,Yes,No,Male,0,No,No,No,0
5018,7054-ENNGU,2019-05-01,,Month-to-month,No,Mailed check,50.85,466.6,DSL,No,Yes,No,No,No,No,Female,0,Yes,No,No,0
5019,7054-LGEQW,2019-09-01,2019-10-01,Month-to-month,No,Mailed check,45.95,45.95,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
5020,7055-HNEOJ,2019-11-01,,Month-to-month,Yes,Mailed check,55.8,154.55,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,No,No,0
5021,7055-JCGNI,2014-04-01,,Two year,Yes,Credit card (automatic),111.95,7795.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
5022,7055-VKGDA,2015-05-01,2019-11-01,One year,Yes,Credit card (automatic),105.4,5643.4,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,1
5023,7056-IMHCC,2015-05-01,2019-10-01,Month-to-month,Yes,Electronic check,101.9,5549.4,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,Yes,No,Yes,1
5024,7061-OVMIM,2017-08-01,,One year,No,Bank transfer (automatic),19.55,608.5,,,,,,,,Female,0,Yes,Yes,No,0
5025,7064-FRRSW,2016-02-01,,One year,Yes,Electronic check,99.0,4744.35,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,0
5026,7064-JHXCE,2014-12-01,,Two year,No,Credit card (automatic),20.05,1263.9,,,,,,,,Male,0,Yes,Yes,No,0
5027,7065-YUNRY,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,45.3,45.3,DSL,No,No,No,No,No,No,Female,0,No,No,No,1
5028,7067-KSAZT,2014-08-01,2020-01-01,One year,Yes,Electronic check,106.25,6979.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
5029,7072-MBHEV,2019-03-01,,Month-to-month,Yes,Credit card (automatic),78.1,864.85,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,Yes,Yes,0
5030,7073-QETQY,2014-08-01,,One year,Yes,Electronic check,20.35,1359.5,,,,,,,,Male,0,Yes,Yes,No,0
5031,7074-IEVOJ,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,79.4,205.05,Fiber optic,No,Yes,No,No,No,No,Female,1,No,No,Yes,1
5032,7074-STDCN,2016-11-01,,Month-to-month,Yes,Electronic check,40.6,1494.5,DSL,No,No,No,Yes,No,Yes,Male,0,No,No,,0
5033,7075-BNDVQ,2019-10-01,,Month-to-month,No,Mailed check,35.0,135.75,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,,0
5034,7077-XJMET,2019-02-01,,Month-to-month,Yes,Electronic check,74.15,741.4,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
5035,7078-NVFAM,2017-06-01,,Month-to-month,Yes,Electronic check,35.15,1051.05,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,Yes,,0
5036,7079-QRCBC,2017-11-01,2019-11-01,Month-to-month,Yes,Electronic check,98.75,2407.3,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,1
5037,7080-TNUWP,2014-04-01,,One year,Yes,Bank transfer (automatic),95.0,6602.9,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,0
5038,7083-MIOPC,2014-02-01,,Two year,No,Credit card (automatic),20.25,1566.9,,,,,,,,Female,0,No,No,No,0
5039,7083-YNSKY,2018-07-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),25.4,399.6,,,,,,,,Female,0,No,No,Yes,1
5040,7088-FBAWU,2018-09-01,,Month-to-month,No,Mailed check,74.55,1215.8,DSL,Yes,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,No,0
5041,7089-IVVAZ,2019-05-01,2020-01-01,Month-to-month,Yes,Bank transfer (automatic),103.35,847.3,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
5042,7089-RKVSZ,2019-06-01,,One year,No,Mailed check,24.4,203.95,,,,,,,,Male,0,Yes,Yes,Yes,0
5043,7089-XXAYG,2018-01-01,,One year,Yes,Credit card (automatic),38.1,970.4,DSL,No,No,Yes,No,Yes,No,Male,0,Yes,No,,0
5044,7094-MSZAO,2019-04-01,,Month-to-month,Yes,Credit card (automatic),20.05,218.5,,,,,,,,Male,0,Yes,Yes,No,0
5045,7096-UCLNH,2020-01-01,,Month-to-month,No,Mailed check,20.05,20.05,,,,,,,,Male,0,No,No,No,0
5046,7096-ZNBZI,2014-02-01,,Two year,No,Credit card (automatic),26.45,1914.5,,,,,,,,Female,0,Yes,No,Yes,0
5047,7100-FQPRV,2016-07-01,,One year,Yes,Credit card (automatic),71.9,3173.35,DSL,Yes,No,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
5048,7101-HRBLJ,2014-02-01,,Two year,Yes,Bank transfer (automatic),83.7,6096.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
5049,7102-JJVTX,2019-05-01,,One year,No,Mailed check,48.6,422.3,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,0
5050,7103-IPXPJ,2015-12-01,,One year,No,Electronic check,99.4,5059.75,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
5051,7103-ZGVNT,2014-05-01,,One year,No,Credit card (automatic),73.7,4885.85,DSL,Yes,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
5052,7105-BENQF,2018-11-01,,One year,No,Mailed check,64.85,950.75,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,Yes,No,0
5053,7105-MXJLL,2017-12-01,,One year,No,Mailed check,60.7,1597.4,DSL,No,No,Yes,No,No,Yes,Female,1,Yes,No,No,0
5054,7107-UBYKY,2017-03-01,,Month-to-month,Yes,Electronic check,25.75,882.55,,,,,,,,Female,0,Yes,Yes,Yes,0
5055,7108-DGVUU,2018-05-01,,One year,No,Bank transfer (automatic),71.7,1497.05,DSL,No,Yes,Yes,No,No,Yes,Female,1,Yes,No,Yes,0
5056,7109-CQYUZ,2015-10-01,,Two year,Yes,Mailed check,89.25,4652.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
5057,7109-MFBYV,2017-12-01,,Month-to-month,No,Electronic check,45.45,1233.15,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
5058,7110-BDTWG,2014-03-01,,Two year,Yes,Electronic check,47.05,3263.6,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,,0
5059,7112-OPOTK,2017-02-01,2019-11-01,Month-to-month,No,Electronic check,68.25,2171.15,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
5060,7113-HIPFI,2014-08-01,,Two year,No,Mailed check,65.85,4097.05,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,No,0
5061,7114-AEOZE,2015-02-01,,Two year,No,Bank transfer (automatic),19.85,1128.1,,,,,,,,Female,0,No,No,No,0
5062,7115-IRDHS,2014-02-01,,Two year,No,Bank transfer (automatic),24.65,1830.05,,,,,,,,Female,0,Yes,No,Yes,0
5063,7120-RFMVS,2019-12-01,2020-01-01,Month-to-month,No,Electronic check,84.5,84.5,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,1
5064,7123-WQUHX,2016-12-01,,One year,No,Bank transfer (automatic),95.0,3605.6,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
5065,7124-UGSUR,2014-11-01,2019-12-01,One year,Yes,Credit card (automatic),104.4,6405.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,1
5066,7126-RBHSD,2018-09-01,,Month-to-month,No,Electronic check,78.9,1348.95,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes,0
5067,7128-GGCNO,2016-04-01,,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
5068,7129-ACFOG,2019-09-01,,Month-to-month,Yes,Electronic check,53.8,283.95,DSL,Yes,No,No,No,No,No,Female,0,No,No,Yes,0
5069,7129-AZJDE,2017-04-01,,One year,Yes,Bank transfer (automatic),78.95,2647.2,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,No,0
5070,7129-CAKJW,2018-09-01,,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,Yes,0
5071,7130-CTCUS,2018-10-01,,Month-to-month,Yes,Bank transfer (automatic),54.55,825.1,DSL,Yes,Yes,No,No,No,No,Male,1,Yes,No,No,0
5072,7130-VTEWQ,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,75.75,606.25,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
5073,7130-YXBRO,2016-02-01,,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
5074,7131-ZQZNK,2015-02-01,,Two year,No,Credit card (automatic),59.85,3590.2,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,,0
5075,7133-VBDCG,2017-10-01,2019-11-01,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,No,No,1
5076,7134-HBPBS,2014-02-01,,Two year,Yes,Bank transfer (automatic),108.1,7774.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
5077,7134-MJPDY,2014-08-01,,One year,Yes,Credit card (automatic),102.85,6976.75,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,No,No,Yes,0
5078,7136-IHZJA,2016-10-01,,Month-to-month,Yes,Mailed check,71.35,2847.2,DSL,Yes,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,No,0
5079,7136-RVDTZ,2014-03-01,2020-01-01,One year,Yes,Electronic check,45.25,3264.45,DSL,No,No,No,No,Yes,Yes,Male,1,No,No,,1
5080,7137-NAXML,2018-03-01,,One year,No,Bank transfer (automatic),20.15,405.6,,,,,,,,Male,0,No,No,No,0
5081,7137-RYLPP,2016-12-01,2020-01-01,Month-to-month,Yes,Electronic check,85.7,3171.15,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,No,Yes,1
5082,7138-GIRSH,2015-12-01,,Two year,No,Bank transfer (automatic),69.5,3418.2,DSL,No,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
5083,7139-JZFVG,2015-02-01,,Two year,No,Bank transfer (automatic),60.5,3694.45,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,No,0
5084,7140-ADSMJ,2019-06-01,,Month-to-month,Yes,Credit card (automatic),20.45,162.3,,,,,,,,Male,0,No,No,No,0
5085,7142-HVGBG,2016-06-01,2020-01-01,Month-to-month,Yes,Electronic check,103.0,4414.3,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
5086,7143-BQIBA,2019-04-01,,Month-to-month,No,Bank transfer (automatic),62.25,612.95,DSL,Yes,No,No,Yes,Yes,No,Male,0,No,No,No,0
5087,7145-FEJWU,2019-02-01,,Month-to-month,Yes,Electronic check,105.3,1275.65,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,Yes,Yes,0
5088,7147-AYBAA,2017-01-01,,Month-to-month,Yes,Mailed check,70.35,2552.9,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
5089,7148-XZPHA,2015-07-01,,Month-to-month,No,Electronic check,79.4,4238.45,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
5090,7153-CHRBV,2015-05-01,,One year,Yes,Mailed check,59.3,3274.35,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,Yes,No,0
5091,7153-OANIO,2019-09-01,2019-10-01,Month-to-month,No,Electronic check,69.95,69.95,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
5092,7156-MHUGY,2018-11-01,2019-12-01,Month-to-month,Yes,Electronic check,90.5,1201.15,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No,1
5093,7156-MXBJE,2016-07-01,,One year,No,Credit card (automatic),85.1,3662.25,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
5094,7157-SMCFK,2015-01-01,,Two year,No,Mailed check,19.75,1124.2,,,,,,,,Male,0,No,Yes,No,0
5095,7159-FVYPK,2019-11-01,,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,DSL,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
5096,7159-NOKYQ,2014-07-01,,Two year,Yes,Electronic check,93.15,6368.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,0
5097,7161-DFHUF,2014-03-01,,Two year,No,Mailed check,23.85,1672.1,,,,,,,,Female,0,Yes,No,Yes,0
